item_id,item_geohash,item_category
147257887,99ctjqq,9031
101307306,,12090
311941326,,9017
312812085,,2029
10130888,,4245
311937420,,9450
147257887,99ctlbj,9031
101313267,,10431
258993720,,9205
385477161,,2334
101321082,,10431
311936082,,9232
312812856,,10356
101328870,,11406
258996792,,6648
312813684,,3925
101332032,,4677
259000638,,198
312819342,,5801
101337426,,7311
259003767,,3660
312822510,,3064
101346942,,10501
76588345,947bd0w,5411
147257887,99ctwhd,9031
101348346,,3942
311932701,,4778
147257887,99ctrti,9031
101348907,,1169
259010409,,3064
312825312,,12067
101362458,,3064
76588345,946jgln,5411
312828207,,8099
101365398,,705
311929779,,5932
38547323,,12630
10136540,,24
76588345,946jghh,5411
385470765,,10431
101377686,,7876
311928348,,3064
385470663,,4588
101378157,,10236
259011147,,4830
312840717,,10063
101385981,,10063
131829897,,4553
312841125,,9450
101387202,,12630
259012338,,12553
31284160,,10431
101387325,,8376
25901585,,10431
31284256,,2284
101393895,,3956
311917623,,10431
385466121,,7350
101394039,,4230
76588345,946it0j,5411
312846807,,4245
101395545,,10431
76588345,944k3tt,5411
312848898,,3368
101397093,,10347
311917146,,7467
147262588,,11406
101402244,,3064
311913498,,10616
385465152,,3960
101402706,,11406
259020129,,5533
312857532,,8646
101405865,,11406
76588345,944k3k9,5411
110137687,,11991
101413395,,279
311907705,,8695
312858444,,3064
101417544,,9450
108233004,,198
385461945,,9017
101421420,,4830
13183789,,6456
312860955,,8990
101422464,,10431
259026951,,7140
312863361,,438
101422932,,9614
311907378,,3660
38546012,,9205
101423964,,6648
259032012,,5930
312865791,,5273
101424606,,10431
311905365,,7995
147266731,,11406
101426196,,8234
259032495,,11497
312871011,,3942
101428467,,8744
311901300,,7350
312872655,,1169
101430642,,3064
259039551,,7995
312877410,,12823
101432,,3064
131844369,,1963
312878055,,2029
101433474,,4245
311890440,,12067
385457241,,9450
101434275,,8376
259040817,,10501
312880458,,13500
101436414,,11406
311888601,,8099
312886551,,2334
101442081,,9614
311888151,,9086
147270883,,8695
101443533,,2284
311886279,,7995
312887547,,8744
101444370,,4543
311881677,,9569
96406570,95quf47,5573
101445819,,4830
259044174,,5711
385454118,,3064
101446593,,9789
31187390,,1963
312890187,,3960
101447766,,3064
259045881,,10699
312890466,,4245
101449161,,12630
76588345,943tq9t,5411
312891246,,6648
101449725,,2029
259047714,,8344
385449930,,9086
101450925,,6417
13184692,,10501
312893187,,6304
101452743,,7995
311870490,,8561
312893751,,8405
101452962,,3487
311869995,,2874
312893979,,3064
101453754,,1963
311868819,,1963
147273955,,5287
101455971,,3397
76588345,943m0j9,5411
3854431,,3064
101459871,,408
108234597,,3925
312898833,,9450
101460759,,4245
311865345,,8685
96406570,94h6fks,5573
101461335,,9569
259052238,,3064
3129,,438
10146698,,10467
259052706,,8685
385439343,,9017
101467575,,1483
311864631,,9086
83318739,,11406
101468145,,12221
259052889,,9614
312903021,,10431
101469297,,4543
311864523,,8678
147274225,,3067
101470410,,4677
259053270,,3064
312905637,,9569
101473848,,3064
76588345,943jw3s,5411
312908352,,4533
101477481,,4582
311860053,,3064
31291132,,8792
101478204,,6648
31185776,,8695
312911442,,12326
101478207,,10582
259053753,,4830
312914442,,8662
1014822,,9307
131848773,,4830
312916698,,3660
101483073,,6648
311856855,,11406
312917571,,4245
101485626,,5408
259063296,,4830
312926628,,6456
101495250,,10431
76588345,9431q0c,5411
312927201,,4008
101502855,,8561
311856189,,8744
385431978,,12553
101506761,,10012
259067763,,10734
385430661,,12630
101507634,,2284
311852229,,5752
31292953,,198
101507979,,11782
311848983,,8270
147279967,,8561
101513430,,9232
131849451,,1213
312929631,,5186
101515176,96kajlv,7350
311840274,,9086
312935025,,8685
101517828,,8254
311831871,,279
3854272,,6417
101520141,,7995
311825913,,4670
312936084,,5533
10152569,,6648
259074954,,13042
385425081,,10137
101526678,,6417
259078611,,8662
385424754,,9815
101526897,,9614
259082061,,10431
312944613,,8646
101534943,,8491
311823756,,4172
31294501,,3960
101540,,2683
131850690,,8179
312949599,,7572
101542878,,6562
259085232,,4830
312952920,,6648
101550828,,12630
76588345,942n9s5,5411
147285085,,12090
1015593,,8376
259086993,,3690
312955806,,4582
101565330,,2158
259087857,,11406
31295755,,5273
101566824,,10356
259088097,,7233
312963909,,10179
101569050,,6648
311815044,,6247
385419210,,10825
101571423,,7401
311814162,,9569
31296475,,8828
101574558,,8270
90503809,,7995
312967743,,2284
101576982,,279
311813904,,7939
312968355,,12170
101578896,,10431
311811816,,9017
385413411,,6648
101583540,,7572
25909037,,5457
31297546,,3064
101586885,,4561
31181123,,3000
385409151,,11969
101587611,,14047
311805474,,10825
312979032,,3064
101588262,,11991
25909061,,12370
312979257,,6648
101591838,,8595
311802291,,5351
312981288,,9086
101593206,,3397
76588345,941tw2k,5411
147288139,,12067
101595249,,4245
259093938,,10431
312987000,,13547
101602539,,150
259094172,,332
312988986,,5962
101606505,,3537
311799087,,8099
31299076,,6648
101610174,,7572
259098798,,2284
312993465,,8990
101611437,,4778
311796912,,7995
385407633,,4282
101618508,,8270
131854077,,9450
312995214,,3660
101622744,,12090
259100577,,7140
14729431,,6456
101624088,,10120
311796747,,2029
385403793,,10120
101631774,,12326
259101762,,9155
313003932,,3064
101633913,,3660
311790654,,12630
313006794,,7971
101636814,,10699
259105371,,9232
313007439,,3067
1016430,,10431
76588345,944bdn6,5411
313009623,,597
101649192,,9189
311790453,,4895
385399338,,1242
101649684,,7401
311790357,,1169
313024389,,11991
101649900,,10920
259113303,,8595
385391166,,5351
10165010,,10236
76588345,944k3k4,5411
313025157,,5706
101651412,,8254
311789718,,5932
313025439,,9789
101652051,,12862
76588345,944lq1a,5411
313027197,,8270
101656743,,10356
311785119,,8099
313030977,,10412
101659368,,10431
311783763,,4778
313041324,,9933
101660958,,4830
76588345,946wufn,5411
313045515,,10892
101661198,,4245
311780472,,8099
110142634,,7619
101668173,,705
259116801,,3064
313045968,,9614
101673567,,6648
131857890,,887
313048206,,10431
101676198,,3660
259118199,,3064
313048380,,11039
101679354,,3368
311773236,,7791
313048749,,1344
101680014,,8685
259125936,,7467
11014347,,2158
1016808,,10544
311770317,,9614
147304054,,10544
101685243,,4778
259131558,,3368
313059372,,10662
101686896,,11406
259135842,,10431
147305407,,3723
101691999,9rg2hh7,1213
259137123,,10544
385378311,,382
101692218,,11497
259137297,,94
313067028,,4830
101694078,,8710
131858391,,8270
96406570,95qu1rl,5573
101696916,,4582
311754111,,12326
31307317,,4582
101699352,,8099
76588345,9471mqc,5411
83317191,,3397
101700441,,10431
259140345,,12326
385369599,,10015
101711724,,11406
259146912,,9569
313080006,,12370
101712744,,3321
76588345,9476b46,5411
147306376,,5351
101715531,,3942
311753535,,9618
385367898,,12221
101716332,,150
259149465,,6648
313087068,,12304
101716866,,4778
259150269,,12170
313092294,,9569
101719911,,2284
311752377,,11406
385367703,,8099
101722806,,12090
31175021,,3397
313096689,,8685
101727927,,10356
76588345,947vrhh,5411
313098159,,3660
101735418,,4245
259152378,,9569
313099863,,4830
101740803,,9569
311744289,,10063
147310459,,8254
101742960,,8724
311739678,,7876
313100370,,10467
101744589,,4778
259156530,,12996
83313249,,10576
101745255,,7876
259156752,,4245
313104303,,94
101746479,,5141
259159059,,8444
313104585,,6631
101748258,,12403
90502189,,12067
385361844,,5077
101748300,,8270
311737581,,9569
385361238,,8662
101752479,,8561
311736255,,887
313104603,,9593
10175648,,9205
259159752,,9086
31310539,,9334
101760270,,11991
311735811,,12067
385360248,,8605
10176092,,3397
311734893,,12067
313105572,,6794
101769135,,9307
311734641,,4582
313106979,,8990
101769618,,3064
76588345,947vtfg,5411
313107201,,2284
101773026,,10290
311728881,,11522
313107528,,12919
101783109,,5273
259175967,,5533
313108809,,3064
101784363,,11991
259176129,,7995
31311130,,2284
101786403,,10063
108240894,,9829
147314323,,3064
101790723,,5153
76588345,94a1vmp,5411
31312477,,14047
101791215,,6648
311727807,,3660
147314995,,2334
101793867,,12536
259177563,,10120
313129425,,3064
101802468,,5153
311727237,,2284
385357791,,3000
101803404,,10699
76588345,94fdcqf,5411
313132446,,7350
101809992,,12553
311725881,,3397
96406570,94h6fm5,5573
101810178,,3064
259180626,,3960
313140948,,6272
101814090,,3660
311724351,,4230
313141458,,7995
101818614,,2284
311718546,,3064
147319168,,5273
10182269,,198
76588345,94g0ggg,5411
385350582,,8491
101825046,95qq0e6,1213
108241173,,4830
313143789,,2334
101832855,,8099
311710464,,6648
313150137,,9614
101832861,,5273
259186419,,3723
147320284,,6648
101847081,,8605
311707251,,5141
385349928,,3064
101853294,,9232
31170713,,9205
313155585,,3925
101866101,,12170
76588345,94h6263,5411
313161084,,8179
101870310,,11699
259191798,,10662
313166124,,3660
101873559,,6502
131870421,,9569
313169217,,5993
101873625,,11497
311703684,,9232
385345746,,1032
101874819,,1029
311702898,,13901
313174800,,7876
1018752,,7572
259195194,,11376
313175637,,7393
101876232,,6247
311700231,,4245
110149948,,3321
10187696,,3660
259197345,,9933
313182918,,198
101877381,,8662
311697897,,4282
147329833,,7390
101878074,,12630
259198164,,10576
313187130,,11406
101882328,,10412
259201695,,7239
313187160,9rg270o,10012
101888358,,10431
76588345,94h6gju,5411
313187160,9rg27u9,10012
101890887,,8646
311680974,,3942
313189329,,3660
10189229,,6648
311678388,,8327
385339329,,9614
101900694,,7995
76588345,94j43qm,5411
385338687,,12221
101901648,,997
131874615,,4864
385335786,,10356
101903007,,10431
311674683,,1649
385334613,,11406
101905431,,10431
259208772,,7619
313204647,,12067
101905728,,8270
311673675,,9618
385333140,,4778
101906016,,11406
311670792,,3064
385331364,,8270
101910879,,5141
76588345,94kwibh,5411
313207071,,1169
101911623,,9086
311670543,,12630
313207236,,7715
10191290,,6700
31166891,,10290
110150908,,12090
